1,https://www.reuters.com/article/emirates-defence-orders-int/uae-armed-forces-announce-1-6-billion-in-defence-deals-idUSKBN2AN12X,2021-02-23T14:23:30Z,UAE armed forces announce $1.6 billion in defence deals,ABU DHABI (Reuters) - United Arab Armed forces announced on Tuesday 5.9 billion dirhams ($1.61 billion) in defence equipment and services contracts signed with local and international companies.,"The single largest contract was a 2.96 billion dirham deal with UAE’s Yas Holding to supply the armed forces with missiles, said spokesman Naval Staff Colonel Fahed Nasser al-Thehli at Abu Dhabi’s Idex defence exhibition.",Boeing was awarded a 112 million dirham contract for a C-17 transport aircraft simulator. A 66.4 million dirham contract was signed with France’s Thales and a 40.7 million dirham deal with Germany’s Rheinmettal was also announced.,"This week, the armed forces have announced 17.9 billion dirhams in deals, of which some had been previously disclosed by the manufacturer.",($1 = 3.6728 UAE dirham),(This story officially corrects total sales in last paragraph)
2,https://www.reuters.com/article/emirates-defence-paramount-group-int/defence-firm-paramount-sees-african-demand-as-threats-rise-idUSKBN2AM1F5,2021-02-22T13:22:33Z,Defence firm Paramount sees African demand as threats rise,"ABU DHABI (Reuters) - South African defence company Paramount Group is seeing demand from African states battling insurgencies and other threats such as wildlife crime, its chairman told Reuters on Monday.","“There are some very real jihadist and fundamental threats in Africa which are affecting the entire continent,” Ivor Ichikowitz said at Abu Dhabi’s Idex defence exhibition.",He did not name the countries looking to buy more equipment. African states including Mali and Nigeria are battling insurgencies linked to Al Qaeda and the Islamic State.,"Ichikowitz said he expected Africa to be a substantial growth market over the next two to three years, with potential sales for armoured vehicles, vessels and aircraft.","He also said countries were interested in acquiring intelligence, surveillance and reconnaissance capabilities.","“These issues are here to stay for a long time to come,” Ichikowitz said of the insurgency threat.","Demand was increasing, in part, because African states were not able to acquire the equipment from Chinese suppliers, or were looking for more “sophisticated” capabilities, Ichikowitz said.","Africa accounts for about 30% of Paramount’s annual revenue, he said, similar to the Gulf Arab and Central Asian regions, respectively.","Paramount, Africa’s largest privately-owned defence firm, does not disclose financial details.","Ichikowitz said there was also potential for significant growth in the United States, which currently accounts for less than 10% of revenue but could increase to 15-20% in the next two years.","That would be driven by sales of services and land systems such as armoured vehicles and related equipment, he said."
3,https://www.reuters.com/article/us-israel-emirates-defence/israel-cancels-participation-in-uae-defence-expo-citing-air-travel-curbs-idUSKBN2AF0TZ,2021-02-15T16:28:38Z,"Israel cancels participation in UAE defence expo, citing air travel curbs","JERUSALEM (Reuters) - Israel has cancelled plans to participate in a major defence expo in the United Arab Emirates next week due to COVID-19 curbs on air travel, Israeli officials said on Monday.","Dozens of Israeli defence firms had been due to take part in the IDEX conference in Abu Dhabi from Feb. 21-25 - a first for both countries, which last September established formal relations after closing ranks given their shared worries about Iran.","But officials from Israel’s Defence Ministry and Regional Cooperation Ministry said the plan was cancelled. They cited Israel’s Jan. 26 ban on international air travel, which is still in force as it tries to reverse a surge in COVID-19 contagion.","A Defence Ministry spokeswoman said it requested special permission for the firms to fly out to the UAE capital, but was refused by a Regional Cooperation Ministry authorisation panel.","A Regional Cooperation Ministry spokesman said the request “had to be denied, despite the desire to advance and promote defence activity, and given the need to making unprejudiced decisions”.","Regional Cooperation Minister Ofir Akunis has also cancelled his participation in Dubai’s Gulfood trade exhibition, his spokesman said, adding: “No one is flying out.”",That suggested travel permission will not be forthcoming for any Israeli food security experts hoping to attend the Feb. 21-25 conference.,The business newspaper Globes quoted an unidentified senior representative of an Israeli defence firm as saying that cancellation of participation in the defence expo would spell “huge” losses of deals to competitors.,"“The Emirati hosts were supremely friendly and rolled out the red carpet. We were meant to have been the focus of the expo, with several top-of-the-line products and exhibits,” the representative was quoted as saying. “All that, for nothing?”","Israel and the UAE had, as part of their U.S.-backed rapprochement, proposed defence and military cooperation.","But anticipated exchanges of defence delegations have yet to happen - a byproduct, Israeli sources said, of coalition feuding between Prime Minister Benjamin Netanyahu and Defence Minister Benny Gantz as they prepare to contest a March ballot."
4,https://www.reuters.com/article/israel-emirates-defence-int/israels-isdef-to-take-part-in-uaes-idex-defence-expo-in-2021-idUSKBN26S1VD,2020-10-07T11:56:58Z,Israel's ISDEF to take part in UAE's IDEX defence expo in 2021,"DUBAI (Reuters) - Defence exhibition organisers from Israel and the United Arab have signed an agreement to host an Israeli pavilion at a UAE defence show for the first time in February 2021, UAE state news agency WAM said on Wednesday.",The two countries agreed to normalise relations in August.,Israel Defence Exhibition (ISDEF) will organise Israel’s pavilion at the UAE’s biennial International Defence Exhibition (IDEX) held in the emirate of Abu Dhabi Feb. 21-25 next year.,IDEX is the Middle East’s largest arms expo.
5,https://www.reuters.com/article/us-emirates-housing/uae-announces-8-7-billion-housing-plan-for-citizens-dubai-rulers-tweet-idUSKCN1QE1NY,2019-02-25T13:28:38Z,UAE announces $8.7 billion housing plan for citizens: Dubai Ruler's tweet,"DUBAI (Reuters) - The United Arab Emirates plans to build tens of thousands of housing units for its local population for which the government has allocated 32 billion dirhams ($8.7 billion), according to a plan announced by the country’s vice president and prime minister Sheikh Mohammed bin Rashid al-Maktoum on Monday.","The plan will see 34,000 units built for nationals within the next six years, Sheikh Mohammed, who is also Dubai’s ruler, said in a Tweet.","The income limit for beneficiaries of housing grants was raised to 15,000 from 10,000 dirhams per month, and the maximum value for housing loans was raised to 1.2 million dirhams from 800,000, he said."
6,https://www.reuters.com/article/us-emirates-defense-deals/uae-announces-1-1-billion-of-military-deals-with-international-companies-idex-idUSKCN1Q60D8,2019-02-17T12:10:49Z,UAE announces $1.1 billion of military deals with international companies: IDEX,ABU DHABI (Reuters) - The United Arab Emirates (UAE) said on Sunday it had signed military deals worth 3.87 billion UAE dirhams ($1.1 billion) with international companies.,A spokesman for the IDEX defense conference said the UAE had also announced military deals worth 1.1 billion UAE dirhams with local companies.,($1 = 3.6726 UAE dirham)
7,https://www.reuters.com/article/brief-the-safariland-group-appoints-blai/brief-the-safariland-group-appoints-blaine-browers-as-cfo-idUSFWN1SB0QJ,2018-05-04T12:45:55Z,BRIEF-The Safariland Group Appoints Blaine Browers As CFO,May 4 (Reuters) - IDEX Corp:,"* THE SAFARILAND GROUP, A GLOBAL PROVIDER OF A RANGE OF SAFETY & SURVIVABILITY PRODUCTS, SAYS APPOINTED BLAINE BROWERS AS CFO, EFFECTIVE APRIL 23",* THE SAFARILAND GROUP SAYS BROWERS JOINS SAFARILAND FROM IDEX CORPORATION Source text for Eikon: Further company coverage:
8,https://www.reuters.com/article/corrected-brief-idex-reports-q1-adjusted/corrected-brief-idex-reports-q1-adjusted-earnings-per-share-1-29-idUSL3N1S95ZL,2018-05-02T22:09:41Z,CORRECTED-BRIEF-IDEX Reports Q1 Adjusted Earnings Per Share $1.29 (April 30),"(Corrects 5th bullet to say sales rose 11 pct to $612.3 mln, not 7 pct to $232.3 mln)",May 2 (Reuters) - IDEX Corp:,* IDEX REPORTS RECORD FIRST QUARTER RESULTS; Q1 ORDERS AND SALES UP 11 PERCENT OVERALL AND 7 PERCENT ORGANICALLY; Q1 REPORTED EPS WAS $1.27 WITH ADJUSTED EPS OF $1.29,* Q1 EARNINGS PER SHARE VIEW $1.24 -- THOMSON REUTERS I/B/E/S,* SEES ORGANIC REVENUE GROWTH OF 5 TO 6 PERCENT FOR BOTH FULL YEAR AND THE SECOND QUARTER,"* Q1 EARNINGS PER SHARE VIEW $1.24, REVENUE VIEW $601.2 MILLION -- THOMSON REUTERS I/B/E/S",* Q2 EARNINGS PER SHARE VIEW $1.30 -- THOMSON REUTERS I/B/E/S,* FY2018 EARNINGS PER SHARE VIEW $5.11 -- THOMSON REUTERS I/B/E/S Source text for Eikon: Further company coverage:
9,https://www.reuters.com/article/idUSASC09Y62,2018-05-02T19:19:44Z,CORRECTED-BRIEF-IDEX Reports Q1 Adjusted Earnings Per Share $1.29 (April 30),"(Corrects 5th bullet to say sales rose 11 pct to $612.3 mln, not 7 pct to $232.3 mln)",April 30 (Reuters) - IDEX Corp:,* IDEX REPORTS RECORD FIRST QUARTER RESULTS; Q1 ORDERS AND SALES UP 11 PERCENT OVERALL AND 7 PERCENT ORGANICALLY; Q1 REPORTED EPS WAS $1.27 WITH ADJUSTED EPS OF $1.29,* Q1 EARNINGS PER SHARE VIEW $1.24 -- THOMSON REUTERS I/B/E/S,* SEES ORGANIC REVENUE GROWTH OF 5 TO 6 PERCENT FOR BOTH FULL YEAR AND THE SECOND QUARTER,"* Q1 EARNINGS PER SHARE VIEW $1.24, REVENUE VIEW $601.2 MILLION -- THOMSON REUTERS I/B/E/S",* Q2 EARNINGS PER SHARE VIEW $1.30 -- THOMSON REUTERS I/B/E/S,* FY2018 EARNINGS PER SHARE VIEW $5.11 -- THOMSON REUTERS I/B/E/S Source text for Eikon: Further company coverage:
10,https://www.reuters.com/article/brief-idex-increases-regular-quarterly-d/brief-idex-increases-regular-quarterly-dividend-16-idUSASC09XE0,2018-04-25T18:27:52Z,BRIEF-Idex Increases Regular Quarterly Dividend 16%,April 25 (Reuters) - IDEX Corp:,* ORATION INCREASES REGULAR QUARTERLY DIVIDEND SIXTEEN PERCENT,* SAYS SETS REGULAR QUARTERLY CASH DIVIDEND OF $0.43PER SHARE Source text for Eikon: Further company coverage:
