1,https://www.reuters.com/article/brief-ampco-files-for-offering-of-units/brief-ampco-files-for-offering-of-units-issuable-upon-exercise-of-non-transferable-rights-of-up-to-20-mln-idUSFWN2E30A2,2020-06-26T11:31:51Z,BRIEF-Ampco Files For Offering Of Units Issuable Upon Exercise Of Non-Transferable Rights Of Up To $20 Mln,June 26 (Reuters) - Ampco-Pittsburgh Corp:,* AMPCO-PITTSBURGH CORP FILES FOR OFFERING OF UNITS ISSUABLE UPON EXERCISE OF NON-TRANSFERABLE RIGHTS OF UP TO $20 MILLION - SEC FILING Source text (bit.ly/2BcgEsU) Further company coverage:
2,https://www.reuters.com/article/brief-ampco-pittsburgh-q1-earnings-per-s/brief-ampco-pittsburgh-q1-earnings-per-share-0-08-idUSASC0A1GF,2018-05-10T12:43:29Z,BRIEF-Ampco-Pittsburgh Q1 Earnings Per Share $0.08,Ampco-Pittsburgh Corp:,* Q1 SALES $115.1 MILLION VERSUS $103.5 MILLION Source text for Eikon: Further company coverage:
3,https://www.reuters.com/article/brief-ampco-pittsburgh-subsidiaries-to-i/brief-ampco-pittsburgh-subsidiaries-to-increase-price-on-forged-and-cast-rolls-idUSFWN1RV0FU,2018-04-18T12:29:08Z,BRIEF-Ampco-Pittsburgh Subsidiaries To Increase Price On Forged And Cast Rolls,April 18 (Reuters) - Ampco-Pittsburgh Corp:,* AMPCO-PITTSBURGH SUBSIDIARIES TO INCREASE PRICE ON FORGED AND CAST ROLLS,* AMPCO-PITTSBURGH - UNION ELECTRIC STEEL IS INCREASING ITS PRICING LEVELS BY ABOUT 8-10% FOR ALL FORGED AND CAST ROLL PRODUCT LINES WORLDWIDE Source text for Eikon: Further company coverage:
