1,https://www.reuters.com/article/brief-vishay-intertechnology-reports-q1/brief-vishay-intertechnology-reports-q1-earnings-per-share-of-0-39-idUSASC0A0FO,2018-05-08T11:32:02Z,BRIEF-Vishay Intertechnology Reports Q1 Earnings Per Share Of $0.39,May 8 (Reuters) - Vishay Intertechnology Inc:,* Q1 REVENUE $716.8 MILLION VERSUS I/B/E/S VIEW $694.1 MILLION,* Q1 EARNINGS PER SHARE VIEW $0.36 -- THOMSON REUTERS I/B/E/S,* SEES Q2 GROSS MARGINS OF 28.5% TO 29.5% Source text for Eikon: Further company coverage:
2,https://www.reuters.com/article/brief-vishay-intertechnology-increases-q/brief-vishay-intertechnology-increases-quarterly-dividend-by-26-pct-idUSASC0A07I,2018-05-07T20:50:00Z,BRIEF-Vishay Intertechnology Increases Quarterly Dividend By 26 Pct,May 7 (Reuters) - Vishay Intertechnology Inc:,* VISHAY INTERTECHNOLOGY INCREASES QUARTERLY DIVIDEND BY 26%,"* VISHAY INTERTECHNOLOGY - DECLARED DIVIDEND OF $0.085 PER SHARE OF COMMON STOCK & CLASS B COMMON STOCK, 26% INCREASE OVER PREVIOUS QUARTER’S DIVIDEND Source text for Eikon: Further company coverage:"
